token_id,display_name,sampled_at_ms,fetch_status,fetch_error_message,five_hour_utilization,five_hour_resets_at,seven_day_utilization,seven_day_resets_at
tok-00000000,prod-token-1,1778468400000,ok,,28.3,2026-05-11T06:00:00Z,29.3,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778472000000,ok,,39.3,2026-05-11T06:00:00Z,29.8,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778475600000,ok,,46.5,2026-05-11T06:00:00Z,31.6,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778479200000,ok,,10.0,2026-05-11T11:00:00Z,32.7,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778482800000,ok,,20.6,2026-05-11T11:00:00Z,34.3,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778486400000,ok,,32.1,2026-05-11T11:00:00Z,34.9,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778490000000,ok,,35.5,2026-05-11T11:00:00Z,35.7,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778493600000,ok,,41.4,2026-05-11T11:00:00Z,36.3,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778497200000,ok,,13.4,2026-05-11T16:00:00Z,37.9,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778500800000,ok,,19.8,2026-05-11T16:00:00Z,39.2,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778504400000,ok,,27.2,2026-05-11T16:00:00Z,40.9,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778508000000,ok,,35.2,2026-05-11T16:00:00Z,41.6,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778511600000,ok,,40.9,2026-05-11T16:00:00Z,42.7,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778515200000,ok,,5.9,2026-05-11T21:00:00Z,43.9,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778518800000,ok,,18.8,2026-05-11T21:00:00Z,44.8,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778522400000,ok,,24.2,2026-05-11T21:00:00Z,46.6,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778526000000,ok,,32.8,2026-05-11T21:00:00Z,47.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778529600000,ok,,36.3,2026-05-11T21:00:00Z,47.5,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778533200000,ok,,9.9,2026-05-12T02:00:00Z,49.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778536800000,ok,,17.5,2026-05-12T02:00:00Z,49.4,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778540400000,ok,,24.7,2026-05-12T02:00:00Z,51.2,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778544000000,ok,,33.6,2026-05-12T02:00:00Z,52.9,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778547600000,ok,,46.0,2026-05-12T02:00:00Z,53.3,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778551200000,ok,,10.9,2026-05-12T07:00:00Z,54.6,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778554800000,ok,,19.8,2026-05-12T07:00:00Z,55.3,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778558400000,ok,,29.9,2026-05-12T07:00:00Z,55.8,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778562000000,ok,,37.7,2026-05-12T07:00:00Z,56.7,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778565600000,ok,,51.2,2026-05-12T07:00:00Z,58.3,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778569200000,ok,,5.9,2026-05-12T12:00:00Z,59.4,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778572800000,ok,,10.9,2026-05-12T12:00:00Z,61.1,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778576400000,ok,,23.4,2026-05-12T12:00:00Z,61.8,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778580000000,ok,,33.5,2026-05-12T12:00:00Z,63.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778583600000,ok,,38.1,2026-05-12T12:00:00Z,64.5,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778587200000,ok,,8.9,2026-05-12T17:00:00Z,65.9,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778590800000,ok,,17.8,2026-05-12T17:00:00Z,66.2,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778594400000,ok,,24.3,2026-05-12T17:00:00Z,66.6,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778598000000,ok,,37.6,2026-05-12T17:00:00Z,68.2,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778601600000,ok,,49.7,2026-05-12T17:00:00Z,69.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778605200000,ok,,3.6,2026-05-12T22:00:00Z,70.6,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778608800000,ok,,17.1,2026-05-12T22:00:00Z,71.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778612400000,ok,,25.4,2026-05-12T22:00:00Z,71.4,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778616000000,ok,,36.8,2026-05-12T22:00:00Z,72.8,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778619600000,ok,,41.2,2026-05-12T22:00:00Z,73.9,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778623200000,ok,,9.0,2026-05-13T03:00:00Z,74.6,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778626800000,ok,,21.6,2026-05-13T03:00:00Z,75.5,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778630400000,ok,,27.0,2026-05-13T03:00:00Z,76.6,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778634000000,ok,,38.0,2026-05-13T03:00:00Z,77.2,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778637600000,ok,,44.4,2026-05-13T03:00:00Z,79.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778641200000,ok,,10.1,2026-05-13T08:00:00Z,80.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778644800000,ok,,18.8,2026-05-13T08:00:00Z,80.4,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778648400000,ok,,24.3,2026-05-13T08:00:00Z,81.2,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778652000000,ok,,33.8,2026-05-13T08:00:00Z,81.9,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778655600000,ok,,39.2,2026-05-13T08:00:00Z,82.3,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778659200000,ok,,9.9,2026-05-13T13:00:00Z,82.9,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778662800000,ok,,22.9,2026-05-13T13:00:00Z,84.5,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778666400000,ok,,26.7,2026-05-13T13:00:00Z,85.2,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778670000000,ok,,37.0,2026-05-13T13:00:00Z,85.8,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778673600000,ok,,41.5,2026-05-13T13:00:00Z,87.5,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778677200000,ok,,9.3,2026-05-13T18:00:00Z,88.5,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778680800000,ok,,20.9,2026-05-13T18:00:00Z,90.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778684400000,ok,,26.0,2026-05-13T18:00:00Z,90.5,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778688000000,ok,,33.7,2026-05-13T18:00:00Z,91.4,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778691600000,ok,,41.9,2026-05-13T18:00:00Z,92.8,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778695200000,ok,,10.4,2026-05-13T23:00:00Z,94.6,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778698800000,ok,,14.5,2026-05-13T23:00:00Z,95.5,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778702400000,ok,,21.2,2026-05-13T23:00:00Z,97.1,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778706000000,ok,,27.0,2026-05-13T23:00:00Z,97.7,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778709600000,ok,,34.9,2026-05-13T23:00:00Z,98.6,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778713200000,ok,,6.1,2026-05-14T04:00:00Z,99.3,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778716800000,ok,,19.2,2026-05-14T04:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778720400000,ok,,31.7,2026-05-14T04:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778724000000,ok,,35.3,2026-05-14T04:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778727600000,ok,,47.4,2026-05-14T04:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778731200000,ok,,13.2,2026-05-14T09:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778734800000,ok,,18.0,2026-05-14T09:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778738400000,ok,,23.4,2026-05-14T09:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778742000000,ok,,27.0,2026-05-14T09:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778745600000,ok,,40.9,2026-05-14T09:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778749200000,ok,,11.6,2026-05-14T14:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778752800000,ok,,19.3,2026-05-14T14:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778756400000,ok,,33.2,2026-05-14T14:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778760000000,ok,,44.1,2026-05-14T14:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778763600000,ok,,50.4,2026-05-14T14:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778767200000,ok,,9.4,2026-05-14T19:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778770800000,ok,,20.6,2026-05-14T19:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778774400000,ok,,30.0,2026-05-14T19:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778778000000,ok,,42.4,2026-05-14T19:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778781600000,ok,,56.0,2026-05-14T19:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778785200000,ok,,5.0,2026-05-15T00:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778788800000,ok,,15.5,2026-05-15T00:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778792400000,ok,,19.8,2026-05-15T00:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778796000000,ok,,25.5,2026-05-15T00:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778799600000,ok,,35.3,2026-05-15T00:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778803200000,ok,,9.4,2026-05-15T05:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778806800000,ok,,22.7,2026-05-15T05:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778810400000,ok,,33.6,2026-05-15T05:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778814000000,ok,,40.9,2026-05-15T05:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778817600000,ok,,47.2,2026-05-15T05:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778821200000,ok,,11.3,2026-05-15T10:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778824800000,ok,,19.3,2026-05-15T10:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778828400000,ok,,33.3,2026-05-15T10:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778832000000,ok,,38.6,2026-05-15T10:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778835600000,ok,,51.9,2026-05-15T10:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778839200000,ok,,12.7,2026-05-15T15:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778842800000,ok,,17.4,2026-05-15T15:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778846400000,ok,,28.1,2026-05-15T15:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778850000000,ok,,42.0,2026-05-15T15:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778853600000,ok,,45.1,2026-05-15T15:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778857200000,ok,,6.3,2026-05-15T20:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778860800000,ok,,19.6,2026-05-15T20:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778864400000,ok,,23.9,2026-05-15T20:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778868000000,ok,,33.0,2026-05-15T20:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778871600000,ok,,42.6,2026-05-15T20:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778875200000,ok,,5.2,2026-05-16T01:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778878800000,ok,,11.1,2026-05-16T01:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778882400000,ok,,24.1,2026-05-16T01:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778886000000,ok,,28.1,2026-05-16T01:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778889600000,ok,,34.2,2026-05-16T01:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778893200000,ok,,11.5,2026-05-16T06:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778896800000,ok,,17.4,2026-05-16T06:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778900400000,ok,,26.4,2026-05-16T06:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778904000000,ok,,29.5,2026-05-16T06:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778907600000,ok,,42.3,2026-05-16T06:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778911200000,ok,,9.0,2026-05-16T11:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778914800000,ok,,18.4,2026-05-16T11:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778918400000,ok,,22.8,2026-05-16T11:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778922000000,ok,,35.7,2026-05-16T11:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778925600000,ok,,48.2,2026-05-16T11:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778929200000,ok,,5.3,2026-05-16T16:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778932800000,ok,,9.4,2026-05-16T16:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778936400000,ok,,22.2,2026-05-16T16:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778940000000,ok,,32.0,2026-05-16T16:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778943600000,ok,,45.2,2026-05-16T16:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778947200000,ok,,13.7,2026-05-16T21:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778950800000,ok,,26.4,2026-05-16T21:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778954400000,ok,,37.5,2026-05-16T21:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778958000000,ok,,50.8,2026-05-16T21:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778961600000,ok,,63.3,2026-05-16T21:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778965200000,ok,,5.9,2026-05-17T02:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778968800000,ok,,10.1,2026-05-17T02:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778972400000,ok,,22.6,2026-05-17T02:00:00Z,100.0,2026-05-17T00:00:00Z
tok-00000000,prod-token-1,1778976000000,ok,,34.6,2026-05-17T02:00:00Z,1.0,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1778979600000,ok,,40.9,2026-05-17T02:00:00Z,2.5,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1778983200000,ok,,5.5,2026-05-17T07:00:00Z,2.8,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1778986800000,ok,,10.6,2026-05-17T07:00:00Z,3.6,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1778990400000,ok,,23.1,2026-05-17T07:00:00Z,5.4,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1778994000000,ok,,29.2,2026-05-17T07:00:00Z,6.6,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1778997600000,ok,,36.6,2026-05-17T07:00:00Z,8.4,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779001200000,ok,,8.9,2026-05-17T12:00:00Z,10.1,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779004800000,ok,,13.2,2026-05-17T12:00:00Z,11.9,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779008400000,ok,,18.1,2026-05-17T12:00:00Z,13.6,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779012000000,ok,,24.1,2026-05-17T12:00:00Z,14.1,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779015600000,ok,,31.8,2026-05-17T12:00:00Z,15.5,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779019200000,ok,,6.5,2026-05-17T17:00:00Z,16.7,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779022800000,ok,,15.1,2026-05-17T17:00:00Z,17.5,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779026400000,ok,,24.4,2026-05-17T17:00:00Z,18.2,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779030000000,ok,,35.2,2026-05-17T17:00:00Z,18.5,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779033600000,ok,,48.4,2026-05-17T17:00:00Z,19.6,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779037200000,ok,,10.9,2026-05-17T22:00:00Z,21.1,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779040800000,ok,,21.3,2026-05-17T22:00:00Z,21.9,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779044400000,ok,,25.1,2026-05-17T22:00:00Z,23.2,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779048000000,ok,,31.7,2026-05-17T22:00:00Z,24.0,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779051600000,ok,,44.0,2026-05-17T22:00:00Z,25.3,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779055200000,ok,,6.3,2026-05-18T03:00:00Z,26.1,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779058800000,ok,,13.8,2026-05-18T03:00:00Z,27.0,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779062400000,ok,,20.0,2026-05-18T03:00:00Z,27.5,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779066000000,ok,,27.7,2026-05-18T03:00:00Z,29.2,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779069600000,ok,,38.1,2026-05-18T03:00:00Z,30.9,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779073200000,ok,,9.8,2026-05-18T08:00:00Z,31.6,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779076800000,ok,,18.8,2026-05-18T08:00:00Z,31.9,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779080400000,ok,,25.0,2026-05-18T08:00:00Z,32.9,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779084000000,ok,,34.3,2026-05-18T08:00:00Z,34.1,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779087600000,ok,,42.4,2026-05-18T08:00:00Z,35.1,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779091200000,ok,,5.4,2026-05-18T13:00:00Z,36.1,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779094800000,ok,,18.3,2026-05-18T13:00:00Z,37.6,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779098400000,ok,,23.1,2026-05-18T13:00:00Z,38.0,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779102000000,ok,,31.8,2026-05-18T13:00:00Z,39.3,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779105600000,ok,,38.5,2026-05-18T13:00:00Z,40.8,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779109200000,ok,,11.3,2026-05-18T18:00:00Z,42.1,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779112800000,ok,,16.7,2026-05-18T18:00:00Z,42.7,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779116400000,ok,,20.0,2026-05-18T18:00:00Z,43.4,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779120000000,ok,,28.2,2026-05-18T18:00:00Z,45.0,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779123600000,ok,,32.0,2026-05-18T18:00:00Z,45.9,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779127200000,ok,,9.9,2026-05-18T23:00:00Z,46.5,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779130800000,ok,,20.6,2026-05-18T23:00:00Z,47.5,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779134400000,ok,,26.3,2026-05-18T23:00:00Z,48.8,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779138000000,ok,,29.3,2026-05-18T23:00:00Z,50.2,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779141600000,ok,,40.8,2026-05-18T23:00:00Z,50.7,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779145200000,ok,,7.7,2026-05-19T04:00:00Z,51.3,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779148800000,ok,,21.2,2026-05-19T04:00:00Z,52.3,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779152400000,ok,,24.8,2026-05-19T04:00:00Z,53.0,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779156000000,ok,,37.1,2026-05-19T04:00:00Z,54.0,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779159600000,ok,,48.9,2026-05-19T04:00:00Z,55.3,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779163200000,ok,,13.9,2026-05-19T09:00:00Z,56.5,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779166800000,ok,,27.3,2026-05-19T09:00:00Z,58.1,2026-05-24T00:00:00Z
tok-00000000,prod-token-1,1779170400000,ok,,37.1,2026-05-19T09:00:00Z,59.5,2026-05-24T00:00:00Z
